time_point,gene,column,row,value
19h,PA14_05960,7,10,1944939
39h,PA14_05960,7,10,3366518
39h,PA14_05960,7,10,3457150
39h,PA14_05960,7,10,3408836
39h,PA14_05960,7,10,3493085
44h,PA14_05960,7,10,3789644
44h,PA14_05960,7,10,3923306
44h,PA14_05960,7,10,3945801
44h,PA14_05960,7,10,3954395
69h,PA14_05960,7,10,5098165
69h,PA14_05960,7,10,5279264
69h,PA14_05960,7,10,5367729
69h,PA14_05960,7,10,5424390
89h,PA14_05960,7,10,5680854
89h,PA14_05960,7,10,6219944
89h,PA14_05960,7,10,6191785
89h,PA14_05960,7,10,6242748
13h,PA14_40130,7,12,1437143
13h,PA14_40130,7,12,1427292
13h,PA14_40130,7,12,1461635
13h,PA14_40130,7,12,1415101
19h,PA14_40130,7,12,1783420
19h,PA14_40130,7,12,1880243
19h,PA14_40130,7,12,1843256
19h,PA14_40130,7,12,1867910
39h,PA14_40130,7,12,3117504
39h,PA14_40130,7,12,3163633
39h,PA14_40130,7,12,3199024
39h,PA14_40130,7,12,3207151
44h,PA14_40130,7,12,3509274
44h,PA14_40130,7,12,3555420
44h,PA14_40130,7,12,3591314
44h,PA14_40130,7,12,3571600
69h,PA14_40130,7,12,4885510
69h,PA14_40130,7,12,4989659
69h,PA14_40130,7,12,5148856
69h,PA14_40130,7,12,5113483
89h,PA14_40130,7,12,5764139
89h,PA14_40130,7,12,6113938
89h,PA14_40130,7,12,6072731
89h,PA14_40130,7,12,6094296
13h,PA14_38330,7,14,1446166
13h,PA14_38330,7,14,1448534
13h,PA14_38330,7,14,1448455
13h,PA14_38330,7,14,1401140
19h,PA14_38330,7,14,1818173
19h,PA14_38330,7,14,1815656
19h,PA14_38330,7,14,1815718
19h,PA14_38330,7,14,1810130
39h,PA14_38330,7,14,3075119
39h,PA14_38330,7,14,3117311
39h,PA14_38330,7,14,3140029
39h,PA14_38330,7,14,3098702
44h,PA14_38330,7,14,3419859
44h,PA14_38330,7,14,3506051
44h,PA14_38330,7,14,3562052
44h,PA14_38330,7,14,3484562
69h,PA14_38330,7,14,4668744
69h,PA14_38330,7,14,4825172
69h,PA14_38330,7,14,4853048
69h,PA14_38330,7,14,4951050
89h,PA14_38330,7,14,5617937
89h,PA14_38330,7,14,5926978
89h,PA14_38330,7,14,5912217
89h,PA14_38330,7,14,6010869
13h,PA14_16180,7,16,1490839
13h,PA14_16180,14,13,1339028
13h,PA14_16180,9,15,1449725
13h,PA14_16180,7,16,1515360
13h,PA14_16180,14,13,859614
13h,PA14_16180,9,15,1474079
13h,PA14_16180,7,16,1490479
13h,PA14_16180,14,13,1556164
13h,PA14_16180,9,15,1444368
13h,PA14_16180,7,16,1485783
13h,PA14_16180,14,13,1554017
13h,PA14_16180,9,15,1412815
19h,PA14_16180,7,16,1877614
19h,PA14_16180,14,13,1834178
19h,PA14_16180,9,15,1842513
19h,PA14_16180,7,16,1903773
19h,PA14_16180,14,13,1960363
19h,PA14_16180,9,15,1887906
19h,PA14_16180,7,16,1910450
19h,PA14_16180,14,13,1967341
19h,PA14_16180,9,15,1925057
19h,PA14_16180,7,16,1876799
19h,PA14_16180,14,13,1930148
19h,PA14_16180,9,15,1834032
39h,PA14_16180,7,16,3207638
39h,PA14_16180,14,13,3250285
39h,PA14_16180,9,15,3154545
39h,PA14_16180,7,16,3306769
39h,PA14_16180,14,13,3335755
39h,PA14_16180,9,15,3234513
39h,PA14_16180,7,16,3244891
39h,PA14_16180,14,13,3329177
39h,PA14_16180,9,15,3277236
39h,PA14_16180,7,16,3333574
39h,PA14_16180,14,13,3363139
39h,PA14_16180,9,15,3222212
44h,PA14_16180,7,16,3556767
44h,PA14_16180,14,13,3321963
44h,PA14_16180,9,15,3537514
44h,PA14_16180,7,16,3699657
44h,PA14_16180,14,13,3705300
44h,PA14_16180,9,15,3606878
44h,PA14_16180,7,16,3665775
44h,PA14_16180,14,13,3836564
44h,PA14_16180,9,15,3637063
44h,PA14_16180,7,16,3773647
44h,PA14_16180,14,13,3966734
44h,PA14_16180,9,15,3575309
69h,PA14_16180,7,16,5202681
69h,PA14_16180,14,13,5328611
69h,PA14_16180,9,15,4926235
69h,PA14_16180,7,16,5651248
69h,PA14_16180,14,13,5747303
69h,PA14_16180,9,15,4937424
69h,PA14_16180,7,16,5226042
69h,PA14_16180,14,13,5869605
69h,PA14_16180,9,15,5145724
69h,PA14_16180,7,16,5715631
69h,PA14_16180,14,13,6139734
69h,PA14_16180,9,15,5165258
89h,PA14_16180,7,16,6101657
89h,PA14_16180,14,13,5996992
89h,PA14_16180,9,15,5752299
89h,PA14_16180,7,16,6753642
89h,PA14_16180,14,13,6805532
89h,PA14_16180,9,15,6002583
89h,PA14_16180,7,16,6197191
89h,PA14_16180,14,13,6837722
89h,PA14_16180,9,15,6057727
89h,PA14_16180,7,16,6741495
89h,PA14_16180,14,13,7160978
89h,PA14_16180,9,15,6119883
13h,PA14_20580,7,18,1491603
13h,PA14_20580,7,18,1490367
13h,PA14_20580,7,18,1483498
13h,PA14_20580,7,18,1512281
19h,PA14_20580,7,18,1859846
19h,PA14_20580,7,18,1908223
19h,PA14_20580,7,18,1876316
19h,PA14_20580,7,18,1958536
39h,PA14_20580,7,18,3217736
39h,PA14_20580,7,18,3240017
39h,PA14_20580,7,18,3263686
39h,PA14_20580,7,18,3291436
44h,PA14_20580,7,18,3621105
44h,PA14_20580,7,18,3662874
44h,PA14_20580,7,18,3659991
44h,PA14_20580,7,18,3678131
69h,PA14_20580,7,18,4972216
69h,PA14_20580,7,18,5142050
69h,PA14_20580,7,18,5215773
69h,PA14_20580,7,18,5376187
89h,PA14_20580,7,18,5777034
89h,PA14_20580,7,18,6141822
89h,PA14_20580,7,18,6062762
89h,PA14_20580,7,18,6141674
13h,PA14_29520,7,20,1482312
13h,PA14_29520,7,20,1509609
13h,PA14_29520,7,20,1513134
13h,PA14_29520,7,20,1573427
19h,PA14_29520,7,20,1832392
19h,PA14_29520,7,20,1931751
19h,PA14_29520,7,20,1963353
19h,PA14_29520,7,20,1937580
39h,PA14_29520,7,20,3240638
39h,PA14_29520,7,20,3283026
39h,PA14_29520,7,20,3408876
39h,PA14_29520,7,20,3410735
44h,PA14_29520,7,20,3682241
44h,PA14_29520,7,20,3758450
44h,PA14_29520,7,20,3825136
44h,PA14_29520,7,20,3823304
69h,PA14_29520,7,20,5016837
69h,PA14_29520,7,20,5097365
69h,PA14_29520,7,20,5362752
69h,PA14_29520,7,20,5434591
89h,PA14_29520,7,20,5726632
89h,PA14_29520,7,20,6319656
89h,PA14_29520,7,20,6277022
89h,PA14_29520,7,20,6337612
13h,PA14_13430,7,22,1576022
13h,PA14_13430,7,22,1580127
13h,PA14_13430,7,22,1625109
13h,PA14_13430,7,22,1645281
19h,PA14_13430,7,22,1846720
19h,PA14_13430,7,22,1977880
19h,PA14_13430,7,22,1999882
19h,PA14_13430,7,22,1987506
39h,PA14_13430,7,22,3163274
39h,PA14_13430,7,22,3306479
39h,PA14_13430,7,22,3361816
39h,PA14_13430,7,22,3440662
44h,PA14_13430,7,22,3454923
44h,PA14_13430,7,22,3670637
44h,PA14_13430,7,22,3860156
44h,PA14_13430,7,22,3727177
69h,PA14_13430,7,22,5120562
69h,PA14_13430,7,22,5313643
69h,PA14_13430,7,22,5527454
69h,PA14_13430,7,22,5823304
89h,PA14_13430,7,22,5953939
89h,PA14_13430,7,22,6505628
89h,PA14_13430,7,22,6589362
89h,PA14_13430,7,22,6769821
13h,PA14_01790,7,24,1774891
13h,PA14_01790,7,24,1819384
13h,PA14_01790,7,24,1820108
13h,PA14_01790,7,24,2022917
19h,PA14_01790,7,24,2100914
19h,PA14_01790,7,24,2249438
19h,PA14_01790,7,24,2330353
19h,PA14_01790,7,24,2410083
39h,PA14_01790,7,24,3826706
39h,PA14_01790,7,24,4009658
39h,PA14_01790,7,24,4528939
39h,PA14_01790,7,24,4765063
44h,PA14_01790,7,24,5174907
44h,PA14_01790,7,24,5429319
44h,PA14_01790,7,24,5109021
44h,PA14_01790,7,24,5749533
69h,PA14_01790,7,24,7982029
69h,PA14_01790,7,24,8561168
69h,PA14_01790,7,24,8755348
69h,PA14_01790,7,24,9170537
89h,PA14_01790,7,24,9191082
89h,PA14_01790,7,24,9926819
89h,PA14_01790,7,24,10114918
89h,PA14_01790,7,24,10283482
13h,PA14_01400,9,2,679835
13h,PA14_01400,9,2,859579
13h,PA14_01400,9,2,765854
13h,PA14_01400,9,2,1341629
19h,PA14_01400,9,2,1758544
19h,PA14_01400,9,2,1801525
19h,PA14_01400,9,2,1849177
19h,PA14_01400,9,2,1882993
39h,PA14_01400,9,2,3085662
39h,PA14_01400,9,2,3273344
39h,PA14_01400,9,2,3276091
39h,PA14_01400,9,2,3352055
44h,PA14_01400,9,2,3068159
44h,PA14_01400,9,2,4171959
44h,PA14_01400,9,2,4352977
44h,PA14_01400,9,2,4362265
69h,PA14_01400,9,2,6122500
69h,PA14_01400,9,2,6333985
69h,PA14_01400,9,2,6525926
69h,PA14_01400,9,2,6828929
89h,PA14_01400,9,2,7053872
89h,PA14_01400,9,2,7519283
89h,PA14_01400,9,2,7657235
89h,PA14_01400,9,2,7767433
13h,PA14_06250,9,8,1472411
13h,PA14_06250,9,8,1474964
13h,PA14_06250,9,8,1475532
13h,PA14_06250,9,8,1423548
19h,PA14_06250,9,8,1818995
19h,PA14_06250,9,8,1880672
19h,PA14_06250,9,8,1862552
19h,PA14_06250,9,8,1861672
39h,PA14_06250,9,8,3109045
39h,PA14_06250,9,8,3191480
39h,PA14_06250,9,8,3195731
39h,PA14_06250,9,8,3164325
44h,PA14_06250,9,8,3473120
44h,PA14_06250,9,8,3571751
44h,PA14_06250,9,8,3587356
44h,PA14_06250,9,8,3529915
69h,PA14_06250,9,8,5029282
69h,PA14_06250,9,8,5128263
69h,PA14_06250,9,8,5328354
69h,PA14_06250,9,8,5373988
89h,PA14_06250,9,8,5914281
89h,PA14_06250,9,8,6163403
89h,PA14_06250,9,8,6232074
89h,PA14_06250,9,8,6215059
13h,PA14_56260,9,10,1479107
13h,PA14_56260,9,10,1508783
13h,PA14_56260,9,10,1466019
13h,PA14_56260,9,10,1447823
19h,PA14_56260,9,10,1905707
19h,PA14_56260,9,10,1910878
19h,PA14_56260,9,10,1913497
19h,PA14_56260,9,10,1930203
39h,PA14_56260,9,10,3263494
39h,PA14_56260,9,10,3375650
39h,PA14_56260,9,10,3348998
39h,PA14_56260,9,10,3298079
44h,PA14_56260,9,10,3611929
44h,PA14_56260,9,10,3739157
44h,PA14_56260,9,10,3732415
44h,PA14_56260,9,10,3647863
69h,PA14_56260,9,10,5145788
69h,PA14_56260,9,10,5106356
69h,PA14_56260,9,10,5127038
69h,PA14_56260,9,10,5279628
89h,PA14_56260,9,10,5728837
89h,PA14_56260,9,10,6093665
89h,PA14_56260,9,10,5987257
89h,PA14_56260,9,10,6055122
13h,PA14_67130,9,12,1440594
13h,PA14_67130,9,12,1454342
13h,PA14_67130,9,12,1437100
13h,PA14_67130,9,12,1406522
19h,PA14_67130,9,12,1797671
19h,PA14_67130,9,12,1895470
19h,PA14_67130,9,12,1846465
19h,PA14_67130,9,12,1844081
39h,PA14_67130,9,12,3157412
39h,PA14_67130,9,12,3203323
39h,PA14_67130,9,12,3176662
39h,PA14_67130,9,12,3159602
44h,PA14_67130,9,12,3517657
44h,PA14_67130,9,12,3586137
44h,PA14_67130,9,12,3572461
44h,PA14_67130,9,12,3511095
69h,PA14_67130,9,12,4745724
69h,PA14_67130,9,12,4931029
69h,PA14_67130,9,12,5006318
69h,PA14_67130,9,12,5033685
89h,PA14_67130,9,12,5575198
89h,PA14_67130,9,12,5888625
89h,PA14_67130,9,12,5930339
89h,PA14_67130,9,12,6045478
13h,PA14_05180,9,14,1400356
13h,PA14_05180,9,11,1447284
13h,PA14_05180,9,14,1385216
13h,PA14_05180,9,11,1445804
13h,PA14_05180,9,14,1365943
13h,PA14_05180,9,11,1434448
13h,PA14_05180,9,14,1299851
13h,PA14_05180,9,11,1397153
19h,PA14_05180,9,14,1675601
19h,PA14_05180,9,11,1862904
19h,PA14_05180,9,14,1686878
19h,PA14_05180,9,11,1876887
19h,PA14_05180,9,14,1669196
19h,PA14_05180,9,11,1882737
19h,PA14_05180,9,14,1590966
19h,PA14_05180,9,11,1841376
39h,PA14_05180,9,14,2463105
39h,PA14_05180,9,11,3143586
39h,PA14_05180,9,14,2436046
39h,PA14_05180,9,11,3176744
39h,PA14_05180,9,14,2471298
39h,PA14_05180,9,11,3202940
39h,PA14_05180,9,14,2371944
39h,PA14_05180,9,11,3138460
44h,PA14_05180,9,14,2772122
44h,PA14_05180,9,11,3485213
44h,PA14_05180,9,14,2761704
44h,PA14_05180,9,11,3579674
44h,PA14_05180,9,14,2732278
44h,PA14_05180,9,11,3559155
44h,PA14_05180,9,14,2704624
44h,PA14_05180,9,11,3472667
69h,PA14_05180,9,14,3524994
69h,PA14_05180,9,11,4895201
69h,PA14_05180,9,14,3559348
69h,PA14_05180,9,11,5010185
69h,PA14_05180,9,14,3582199
69h,PA14_05180,9,11,5056579
69h,PA14_05180,9,14,3494257
69h,PA14_05180,9,11,5177147
89h,PA14_05180,9,14,3836421
89h,PA14_05180,9,11,5764312
89h,PA14_05180,9,14,4028718
89h,PA14_05180,9,11,6046921
89h,PA14_05180,9,14,3976489
89h,PA14_05180,9,11,5912564
89h,PA14_05180,9,14,3908275
89h,PA14_05180,9,11,6067511
13h,PA14_72200,9,16,1482952
13h,PA14_72200,9,16,1495575
13h,PA14_72200,9,16,1468867
13h,PA14_72200,9,16,1487433
19h,PA14_72200,9,16,1827890
19h,PA14_72200,9,16,1881653
19h,PA14_72200,9,16,1898024
19h,PA14_72200,9,16,1925335
39h,PA14_72200,9,16,3149678
39h,PA14_72200,9,16,3228428
39h,PA14_72200,9,16,3223370
39h,PA14_72200,9,16,3268810
44h,PA14_72200,9,16,3564546
44h,PA14_72200,9,16,3657427
44h,PA14_72200,9,16,3682477
44h,PA14_72200,9,16,3622363
69h,PA14_72200,9,16,4877463
69h,PA14_72200,9,16,5079035
69h,PA14_72200,9,16,5123158
69h,PA14_72200,9,16,5151694
89h,PA14_72200,9,16,5738820
89h,PA14_72200,9,16,6111364
89h,PA14_72200,9,16,6100642
89h,PA14_72200,9,16,6163825
13h,PA14_07770,9,18,1496573
13h,PA14_07770,9,18,1486019
13h,PA14_07770,9,18,1496859
13h,PA14_07770,9,18,1500867
19h,PA14_07770,9,18,1793005
19h,PA14_07770,9,18,1838184
19h,PA14_07770,9,18,1870985
19h,PA14_07770,9,18,1876734
39h,PA14_07770,9,18,3036439
39h,PA14_07770,9,18,3109642
39h,PA14_07770,9,18,3154734
39h,PA14_07770,9,18,3144594
44h,PA14_07770,9,18,3444095
44h,PA14_07770,9,18,3549094
44h,PA14_07770,9,18,3518207
44h,PA14_07770,9,18,3531070
69h,PA14_07770,9,18,4734029
69h,PA14_07770,9,18,4993206
69h,PA14_07770,9,18,5104981
69h,PA14_07770,9,18,5128476
89h,PA14_07770,9,18,5472712
89h,PA14_07770,9,18,5975457
89h,PA14_07770,9,18,5944043
89h,PA14_07770,9,18,5764253
13h,PA14_23330,9,20,1457021
13h,PA14_23330,8,5,1444880
13h,PA14_23330,9,20,1501905
13h,PA14_23330,8,5,1397509
13h,PA14_23330,9,20,1546941
13h,PA14_23330,8,5,1494356
13h,PA14_23330,9,20,1586988
13h,PA14_23330,8,5,1437631
19h,PA14_23330,9,20,1771607
19h,PA14_23330,8,5,1765093
19h,PA14_23330,9,20,1846049
19h,PA14_23330,8,5,1760787
19h,PA14_23330,9,20,1854645
19h,PA14_23330,8,5,1867570
19h,PA14_23330,9,20,1913350
19h,PA14_23330,8,5,1819303
39h,PA14_23330,9,20,3132981
39h,PA14_23330,8,5,3005356
39h,PA14_23330,9,20,3208651
39h,PA14_23330,8,5,3061846
39h,PA14_23330,9,20,3225188
39h,PA14_23330,8,5,3138715
39h,PA14_23330,9,20,3362141
39h,PA14_23330,8,5,3037488
44h,PA14_23330,9,20,3484052
44h,PA14_23330,8,5,3171833
44h,PA14_23330,9,20,3633364
44h,PA14_23330,8,5,3354072
44h,PA14_23330,9,20,3681541
44h,PA14_23330,8,5,3484395
44h,PA14_23330,9,20,3757426
44h,PA14_23330,8,5,3434139
69h,PA14_23330,9,20,4908535
69h,PA14_23330,8,5,4819499
69h,PA14_23330,9,20,5062851
69h,PA14_23330,8,5,5028223
69h,PA14_23330,9,20,5106442
69h,PA14_23330,8,5,5292247
69h,PA14_23330,9,20,5448060
69h,PA14_23330,8,5,5386953
89h,PA14_23330,9,20,5695241
89h,PA14_23330,8,5,5594838
89h,PA14_23330,9,20,6181294
89h,PA14_23330,8,5,5999457
89h,PA14_23330,9,20,6220418
89h,PA14_23330,8,5,6215248
89h,PA14_23330,9,20,6305630
89h,PA14_23330,8,5,6356454
13h,PA14_72450,9,24,1385928
13h,PA14_72450,5,1,1503459
13h,PA14_72450,9,24,1423907
13h,PA14_72450,5,1,1725634
13h,PA14_72450,9,24,1187413
13h,PA14_72450,5,1,1627522
13h,PA14_72450,9,24,1243459
13h,PA14_72450,5,1,1555716
19h,PA14_72450,9,24,1691617
19h,PA14_72450,5,1,2198537
19h,PA14_72450,9,24,1784906
19h,PA14_72450,5,1,2361977
19h,PA14_72450,9,24,1617349
19h,PA14_72450,5,1,2276597
19h,PA14_72450,9,24,1619574
19h,PA14_72450,5,1,2308510
39h,PA14_72450,9,24,3516321
39h,PA14_72450,5,1,4018384
39h,PA14_72450,9,24,3672565
39h,PA14_72450,5,1,4561697
39h,PA14_72450,9,24,3359021
39h,PA14_72450,5,1,4629932
39h,PA14_72450,9,24,3339403
39h,PA14_72450,5,1,5128268
44h,PA14_72450,9,24,3794552
44h,PA14_72450,5,1,5504054
44h,PA14_72450,9,24,3972517
44h,PA14_72450,5,1,4966886
44h,PA14_72450,9,24,3747054
44h,PA14_72450,5,1,6013917
44h,PA14_72450,9,24,3709979
44h,PA14_72450,5,1,6582597
69h,PA14_72450,9,24,5205600
69h,PA14_72450,5,1,9050858
69h,PA14_72450,9,24,5493699
69h,PA14_72450,5,1,9388127
69h,PA14_72450,9,24,5091770
69h,PA14_72450,5,1,9510373
69h,PA14_72450,9,24,4908476
69h,PA14_72450,5,1,9824966
89h,PA14_72450,9,24,5043203
89h,PA14_72450,5,1,10439073
89h,PA14_72450,9,24,5436614
89h,PA14_72450,5,1,10810550
89h,PA14_72450,9,24,5105429
89h,PA14_72450,5,1,10949084
89h,PA14_72450,9,24,4871106
89h,PA14_72450,5,1,11268597
13h,PA14_52180,11,2,974844
13h,PA14_52180,16,18,1527038
13h,PA14_52180,12,23,1667372
13h,PA14_52180,12,24,1969075
13h,PA14_52180,11,2,738362
13h,PA14_52180,16,18,1517711
13h,PA14_52180,12,23,1754967
13h,PA14_52180,12,24,1960701
13h,PA14_52180,11,2,843332
13h,PA14_52180,16,18,1617039
13h,PA14_52180,12,23,1708006
13h,PA14_52180,12,24,1974543
13h,PA14_52180,11,2,1157785
13h,PA14_52180,16,18,2015097
13h,PA14_52180,12,23,1739468
13h,PA14_52180,12,24,1803731
19h,PA14_52180,11,2,1831604
19h,PA14_52180,16,18,2075992
19h,PA14_52180,12,23,1928853
19h,PA14_52180,12,24,2326359
19h,PA14_52180,11,2,2040657
19h,PA14_52180,16,18,2337218
19h,PA14_52180,12,23,2067911
19h,PA14_52180,12,24,2373395
19h,PA14_52180,11,2,2004613
19h,PA14_52180,16,18,2400691
19h,PA14_52180,12,23,2026352
19h,PA14_52180,12,24,2401231
19h,PA14_52180,11,2,1985993
19h,PA14_52180,16,18,2581233
19h,PA14_52180,12,23,2146771
19h,PA14_52180,12,24,2362087
39h,PA14_52180,11,2,3395811
39h,PA14_52180,16,18,3736447
39h,PA14_52180,12,23,3454291
39h,PA14_52180,12,24,3989827
39h,PA14_52180,11,2,3534349
39h,PA14_52180,16,18,4177335
39h,PA14_52180,12,23,3559878
39h,PA14_52180,12,24,4457080
39h,PA14_52180,11,2,3611324
39h,PA14_52180,16,18,4204790
39h,PA14_52180,12,23,3629852
39h,PA14_52180,12,24,4711192
39h,PA14_52180,11,2,3795744
39h,PA14_52180,16,18,5150800
39h,PA14_52180,12,23,3691428
39h,PA14_52180,12,24,5005468
44h,PA14_52180,11,2,3460292
44h,PA14_52180,16,18,4304929
44h,PA14_52180,12,23,3771167
44h,PA14_52180,12,24,4454144
44h,PA14_52180,11,2,4666368
44h,PA14_52180,16,18,5279554
44h,PA14_52180,12,23,3909945
44h,PA14_52180,12,24,5803865
44h,PA14_52180,11,2,4737204
44h,PA14_52180,16,18,5578697
44h,PA14_52180,12,23,4162639
44h,PA14_52180,12,24,5951923
44h,PA14_52180,11,2,4779920
44h,PA14_52180,16,18,6070118
44h,PA14_52180,12,23,4235826
44h,PA14_52180,12,24,6289478
69h,PA14_52180,11,2,7083813
69h,PA14_52180,16,18,8441570
69h,PA14_52180,12,23,5846346
69h,PA14_52180,12,24,8293984
69h,PA14_52180,11,2,7380981
69h,PA14_52180,16,18,9036402
69h,PA14_52180,12,23,6256741
69h,PA14_52180,12,24,8828433
69h,PA14_52180,11,2,7573142
69h,PA14_52180,16,18,9313205
69h,PA14_52180,12,23,6433030
69h,PA14_52180,12,24,8984198
69h,PA14_52180,11,2,7663874
69h,PA14_52180,16,18,10124048
69h,PA14_52180,12,23,6487430
69h,PA14_52180,12,24,9155044
89h,PA14_52180,11,2,7950770
89h,PA14_52180,16,18,9300217
89h,PA14_52180,12,23,6623673
89h,PA14_52180,12,24,9394401
89h,PA14_52180,11,2,8488611
89h,PA14_52180,16,18,10098290
89h,PA14_52180,12,23,7194800
89h,PA14_52180,12,24,10047936
89h,PA14_52180,11,2,8926659
89h,PA14_52180,16,18,10575506
89h,PA14_52180,12,23,7426069
89h,PA14_52180,12,24,10458429
89h,PA14_52180,11,2,8979818
89h,PA14_52180,16,18,11175678
89h,PA14_52180,12,23,7426624
89h,PA14_52180,12,24,10595561
13h,PA14_19850,11,4,859938
13h,PA14_19850,11,4,1343050
13h,PA14_19850,11,4,1504070
13h,PA14_19850,11,4,1237733
19h,PA14_19850,11,4,1649450
19h,PA14_19850,11,4,1821670
19h,PA14_19850,11,4,1890239
19h,PA14_19850,11,4,1851941
39h,PA14_19850,11,4,3032144
39h,PA14_19850,11,4,3138166
39h,PA14_19850,11,4,3252264
39h,PA14_19850,11,4,3226715
44h,PA14_19850,11,4,3246854
44h,PA14_19850,11,4,3506442
44h,PA14_19850,11,4,3718152
44h,PA14_19850,11,4,3584916
69h,PA14_19850,11,4,5370199
69h,PA14_19850,11,4,5580847
69h,PA14_19850,11,4,5851943
69h,PA14_19850,11,4,5900955
89h,PA14_19850,11,4,5985075
89h,PA14_19850,11,4,6747723
89h,PA14_19850,11,4,6856801
89h,PA14_19850,11,4,6753050
13h,PA14_54520,11,8,1457357
13h,PA14_54520,11,8,1455618
13h,PA14_54520,11,8,1468022
13h,PA14_54520,11,8,1409586
19h,PA14_54520,11,8,1766445
19h,PA14_54520,11,8,1838136
19h,PA14_54520,11,8,1838994
19h,PA14_54520,11,8,1797411
39h,PA14_54520,11,8,3080510
39h,PA14_54520,11,8,3178603
39h,PA14_54520,11,8,3171923
39h,PA14_54520,11,8,3185946
44h,PA14_54520,11,8,3467468
44h,PA14_54520,11,8,3585951
44h,PA14_54520,11,8,3550298
44h,PA14_54520,11,8,3674123
69h,PA14_54520,11,8,5204721
69h,PA14_54520,11,8,5250381
69h,PA14_54520,11,8,5399085
69h,PA14_54520,11,8,5538848
89h,PA14_54520,11,8,6001342
89h,PA14_54520,11,8,6229366
89h,PA14_54520,11,8,6500932
89h,PA14_54520,11,8,6452436
13h,PA14_07700,11,10,1461406
13h,PA14_07700,11,10,1411674
13h,PA14_07700,11,10,1458654
13h,PA14_07700,11,10,1412773
19h,PA14_07700,11,10,1729959
19h,PA14_07700,11,10,1818123
19h,PA14_07700,11,10,1852593
19h,PA14_07700,11,10,1774781
39h,PA14_07700,11,10,3067595
39h,PA14_07700,11,10,3064772
39h,PA14_07700,11,10,3127427
39h,PA14_07700,11,10,3145864
44h,PA14_07700,11,10,3467439
44h,PA14_07700,11,10,3457306
44h,PA14_07700,11,10,3476626
44h,PA14_07700,11,10,3542688
69h,PA14_07700,11,10,5025834
69h,PA14_07700,11,10,5082535
69h,PA14_07700,11,10,5212032
69h,PA14_07700,11,10,5273519
89h,PA14_07700,11,10,5758146
89h,PA14_07700,11,10,5963356
89h,PA14_07700,11,10,6082270
89h,PA14_07700,11,10,6199127
13h,PA14_03980,11,12,1465141
13h,PA14_03980,3,17,129442
13h,PA14_03980,11,12,1464780
13h,PA14_03980,3,17,426099
13h,PA14_03980,11,12,1426760
13h,PA14_03980,3,17,197257
13h,PA14_03980,11,12,1428569
13h,PA14_03980,3,17,216656
19h,PA14_03980,11,12,1842090
19h,PA14_03980,3,17,0
19h,PA14_03980,11,12,1850792
19h,PA14_03980,3,17,294121
19h,PA14_03980,11,12,1886674
19h,PA14_03980,3,17,1242269
19h,PA14_03980,11,12,1896070
19h,PA14_03980,3,17,283370
39h,PA14_03980,11,12,3202186
39h,PA14_03980,3,17,2393702
39h,PA14_03980,11,12,3202191
39h,PA14_03980,3,17,0
39h,PA14_03980,11,12,3180834
39h,PA14_03980,3,17,0
39h,PA14_03980,11,12,3214197
39h,PA14_03980,3,17,2464564
44h,PA14_03980,11,12,3548248
44h,PA14_03980,3,17,280811
44h,PA14_03980,11,12,3583239
44h,PA14_03980,3,17,2849866
44h,PA14_03980,11,12,3611448
44h,PA14_03980,3,17,2442570
44h,PA14_03980,11,12,3554106
44h,PA14_03980,3,17,17340
69h,PA14_03980,11,12,5077008
69h,PA14_03980,3,17,2289499
69h,PA14_03980,11,12,5144149
69h,PA14_03980,3,17,2835541
69h,PA14_03980,11,12,5229177
69h,PA14_03980,3,17,3332112
69h,PA14_03980,11,12,5288691
69h,PA14_03980,3,17,0
89h,PA14_03980,11,12,5968259
89h,PA14_03980,3,17,0
89h,PA14_03980,11,12,6293258
89h,PA14_03980,3,17,4936785
89h,PA14_03980,11,12,6337705
89h,PA14_03980,3,17,5101920
89h,PA14_03980,11,12,6364477
89h,PA14_03980,3,17,4952216
13h,PA14_10470,11,16,1507711
13h,PA14_10470,8,8,1456071
13h,PA14_10470,11,16,1511381
13h,PA14_10470,8,8,1468175
13h,PA14_10470,11,16,1501136
13h,PA14_10470,8,8,1448462
13h,PA14_10470,11,16,1511329
13h,PA14_10470,8,8,1409631
19h,PA14_10470,11,16,1809312
19h,PA14_10470,8,8,1840193
19h,PA14_10470,11,16,1911732
19h,PA14_10470,8,8,1838110
19h,PA14_10470,11,16,1915896
19h,PA14_10470,8,8,1835367
19h,PA14_10470,11,16,1941332
19h,PA14_10470,8,8,1841284
39h,PA14_10470,11,16,3205695
39h,PA14_10470,8,8,3118570
39h,PA14_10470,11,16,3270719
39h,PA14_10470,8,8,3190428
39h,PA14_10470,11,16,3294669
39h,PA14_10470,8,8,3174705
39h,PA14_10470,11,16,3330975
39h,PA14_10470,8,8,3175992
44h,PA14_10470,11,16,3544714
44h,PA14_10470,8,8,3435203
44h,PA14_10470,11,16,3690185
44h,PA14_10470,8,8,3561287
44h,PA14_10470,11,16,3707536
44h,PA14_10470,8,8,3547006
44h,PA14_10470,11,16,3664448
44h,PA14_10470,8,8,3535971
69h,PA14_10470,11,16,4927926
69h,PA14_10470,8,8,4904365
69h,PA14_10470,11,16,5000507
69h,PA14_10470,8,8,5014632
69h,PA14_10470,11,16,5220448
69h,PA14_10470,8,8,5145988
69h,PA14_10470,11,16,5348504
69h,PA14_10470,8,8,5316397
89h,PA14_10470,11,16,5506021
